Year,Month,UnempRate,UnempNetChange,UnempGrowth,AdjParty,AdjPresidents,Party,Presidents,NPEmployment,NPENetChange,EmpGrowth,GDP,GDPGrowth,ConsSentiment,Productivity,Inflation,FedFundIntRate,M2,Spending,TotalTaxRev,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,4,7.4,0.7,0.104477612,Republican,Eisenhower,Republican,Eisenhower,51027,-273,-0.532163743,472.8,3.8, , ,3.6,1.26, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,5,7.4,0,0,Republican,Eisenhower,Republican,Eisenhower,50913,-114,-0.223411135,472.8,3.8,80.9, ,3.2,0.63, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,6,7.3,-0.1,-0.013513514,Republican,Eisenhower,Republican,Eisenhower,50912,-1,-0.001964135,472.8,3.8, ,8.1,2.8,0.93, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,7,7.5,0.2,0.02739726,Republican,Eisenhower,Republican,Eisenhower,51037,125,0.245521684,486.7,12.3, , ,2.5,0.68, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,8,7.4,-0.1,-0.013333333,Republican,Eisenhower,Republican,Eisenhower,51231,194,0.380116386,486.7,12.3, , ,2.1,1.53, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,9,7.1,-0.3,-0.040540541,Republican,Eisenhower,Republican,Eisenhower,51506,275,0.536784369,486.7,12.3, ,7.7,2.1,1.76, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,10,6.7,-0.4,-0.056338028,Republican,Eisenhower,Republican,Eisenhower,51486,-20,-0.038830428,500.4,11.8, , ,2.1,1.8, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,11,6.2,-0.5,-0.074626866,Republican,Eisenhower,Republican,Eisenhower,51944,458,0.889562211,500.4,11.8,90.8, ,2.1,2.27, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,12,6.2,0,0,Republican,Eisenhower,Republican,Eisenhower,52088,144,0.277221623,500.4,11.8, ,6.9,1.8,2.42, ,134.73,79636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,1,6,-0.2,-0.032258065,Republican,Eisenhower,Republican,Eisenhower,52480,392,0.752572569,511.1,8.8, , ,1.4,2.48,286.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,2,5.9,-0.1,-0.016666667,Republican,Eisenhower,Republican,Eisenhower,52687,207,0.394435976,511.1,8.8, , ,1,2.43,287.7, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,3,5.6,-0.3,-0.050847458,Republican,Eisenhower,Republican,Eisenhower,53016,329,0.624442462,511.1,8.8, ,0.3,0.3,2.8,289.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,4,5.2,-0.4,-0.071428571,Republican,Eisenhower,Republican,Eisenhower,53320,304,0.5734118,524.2,10.7, , ,0.3,2.96,290.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,5,5.1,-0.1,-0.019230769,Republican,Eisenhower,Republican,Eisenhower,53549,229,0.429482371,524.2,10.7,95.3, ,0.3,2.9,292.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,6,5,-0.1,-0.019607843,Republican,Eisenhower,Republican,Eisenhower,53679,130,0.242768306,524.2,10.7, ,4.8,0.7,3.39,294.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,7,5.1,0.1,0.02,Republican,Eisenhower,Republican,Eisenhower,53803,124,0.231002813,525.2,0.7, , ,0.7,3.47,295.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,8,5.2,0.1,0.019607843,Republican,Eisenhower,Republican,Eisenhower,53334,-469,-0.871698604,525.2,0.7, , ,1,3.5,296.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,9,5.5,0.3,0.057692308,Republican,Eisenhower,Republican,Eisenhower,53429,95,0.178122773,525.2,0.7, ,-0.8,1.4,3.76,296.7, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,10,5.7,0.2,0.036363636,Republican,Eisenhower,Republican,Eisenhower,53359,-70,-0.131014992,529.3,3.2, , ,1.7,3.98,296.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,11,5.8,0.1,0.01754386,Republican,Eisenhower,Republican,Eisenhower,53635,276,0.517251073,529.3,3.2,93.8, ,1.4,4,297.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,12,5.3,-0.5,-0.086206897,Republican,Eisenhower,Republican,Eisenhower,54175,540,1.006805258,529.3,3.2, ,-0.7,1.7,3.99,297.8,145.75,79249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,1,5.2,-0.1,-0.018867925,Republican,Eisenhower,Republican,Eisenhower,54274,99,0.182741117,543.3,11, , ,1,3.99,298.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,2,4.8,-0.4,-0.076923077,Republican,Eisenhower,Republican,Eisenhower,54513,239,0.440358183,543.3,11,100, ,1.7,3.97,298.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,3,5.4,0.6,0.125,Republican,Eisenhower,Republican,Eisenhower,54458,-55,-0.100893365,543.3,11, ,9.6,1.7,3.84,299.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,4,5.2,-0.2,-0.037037037,Republican,Eisenhower,Republican,Eisenhower,54812,354,0.650042234,542.7,-0.5, , ,1.7,3.92,300.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,5,5.1,-0.1,-0.019230769,Republican,Eisenhower,Republican,Eisenhower,54473,-339,-0.618477706,542.7,-0.5,93.3, ,1.7,3.85,300.9, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,6,5.4,0.3,0.058823529,Republican,Eisenhower,Republican,Eisenhower,54347,-126,-0.231307253,542.7,-0.5, ,-5.3,1.7,3.32,302.3, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,7,5.5,0.1,0.018518519,Republican,Eisenhower,Republican,Eisenhower,54304,-43,-0.079121203,546,2.5, , ,1.4,3.23,304.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,8,5.6,0.1,0.018181818,Republican,Eisenhower,Republican,Eisenhower,54271,-33,-0.060769004,546,2.5,97.2, ,1.4,2.98,306.9, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,9,5.5,-0.1,-0.017857143,Republican,Eisenhower,Republican,Eisenhower,54228,-43,-0.079232002,546,2.5, ,1.2,1,2.6,308.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,10,6.1,0.6,0.109090909,Republican,Eisenhower,Republican,Eisenhower,54144,-84,-0.154901527,541.1,-3.6, , ,1.4,2.47,309.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,11,6.1,0,0,Republican,Eisenhower,Republican,Eisenhower,53962,-182,-0.336140662,541.1,-3.6,90.1, ,1.4,2.44,310.9, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,12,6.6,0.5,0.081967213,Republican,Eisenhower,Republican,Eisenhower,53744,-218,-0.403987992,541.1,-3.6, ,-4.8,1.4,1.98,312.4,151.29,92492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1,6.6,0,0,Republican,Eisenhower,Republican,Eisenhower,53683,-61,-0.113501042,545.9,3.7, , ,1.7,1.45,314.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,2,6.9,0.3,0.045454545,Republican,Eisenhower,Democrat,Kennedy,53556,-127,-0.236573962,545.9,3.7,91.6, ,1.4,2.54,316.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,3,6.9,0,0,Republican,Eisenhower,Democrat,Kennedy,53662,106,0.197923669,545.9,3.7, ,5.2,1.4,2.02,318.3, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,4,7,0.1,0.014492754,Republican,Eisenhower,Democrat,Kennedy,53626,-36,-0.067086579,557.4,8.7, , ,1,1.49,319.9, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,5,7.1,0.1,0.014285714,Republican,Eisenhower,Democrat,Kennedy,53785,159,0.296497967,557.4,8.7,92.5, ,1,1.98,322.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,6,6.9,-0.2,-0.028169014,Republican,Eisenhower,Democrat,Kennedy,53977,192,0.356976852,557.4,8.7, ,11.9,0.7,1.73,324.3, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,7,7,0.1,0.014492754,Democrat,Kennedy,Democrat,Kennedy,54123,146,0.270485577,568.2,8, , ,1.4,1.17,325.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,8,6.6,-0.4,-0.057142857,Democrat,Kennedy,Democrat,Kennedy,54298,175,0.323337583,568.2,8,99.2, ,1,2,327.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,9,6.7,0.1,0.015151515,Democrat,Kennedy,Democrat,Kennedy,54388,90,0.165751961,568.2,8, ,5.6,1.4,1.88,329.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,10,6.5,-0.2,-0.029850746,Democrat,Kennedy,Democrat,Kennedy,54522,134,0.246377877,581.6,9.8, , ,0.7,2.26,331.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,11,6.1,-0.4,-0.061538462,Democrat,Kennedy,Democrat,Kennedy,54743,221,0.405340963,581.6,9.8,93, ,0.7,2.61,333.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,12,6,-0.1,-0.016393443,Democrat,Kennedy,Democrat,Kennedy,54871,128,0.233819849,581.6,9.8, ,3.8,0.7,2.33,335.5,164.83,94388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1,5.8,-0.2,-0.033333333,Democrat,Kennedy,Democrat,Kennedy,54891,20,0.036449126,595.2,9.7, , ,0.7,2.15,337.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,2,5.5,-0.3,-0.051724138,Democrat,Kennedy,Democrat,Kennedy,55187,296,0.539250515,595.2,9.7,99.9, ,1,2.37,340.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,3,5.6,0.1,0.018181818,Democrat,Kennedy,Democrat,Kennedy,55276,89,0.161269864,595.2,9.7, ,6.8,1,2.85,343.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,4,5.6,0,0,Democrat,Kennedy,Democrat,Kennedy,55602,326,0.589767711,602.6,5.1, , ,1.3,2.78,345.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,5,5.5,-0.1,-0.017857143,Democrat,Kennedy,Democrat,Kennedy,55627,25,0.044962411,602.6,5.1,95.4, ,1.3,2.36,347.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,6,5.5,0,0,Democrat,Kennedy,Democrat,Kennedy,55644,17,0.030560699,602.6,5.1, ,-0.7,1.3,2.68,349.3, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,7,5.4,-0.1,-0.018181818,Democrat,Kennedy,Democrat,Kennedy,55746,102,0.183308173,609.6,4.7, , ,1,2.71,350.8, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,8,5.7,0.3,0.055555556,Democrat,Kennedy,Democrat,Kennedy,55838,92,0.165034263,609.6,4.7,91.6, ,1.3,2.93,352.8, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,9,5.6,-0.1,-0.01754386,Democrat,Kennedy,Democrat,Kennedy,55977,139,0.248934417,609.6,4.7, ,5.3,1.3,2.9,354.9, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,10,5.4,-0.2,-0.035714286,Democrat,Kennedy,Democrat,Kennedy,56041,64,0.114332672,613.1,2.4, , ,1.3,2.9,357.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,11,5.7,0.3,0.055555556,Democrat,Kennedy,Democrat,Kennedy,56056,15,0.026766118,613.1,2.4,95, ,1.3,2.94,359.8, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,12,5.5,-0.2,-0.035087719,Democrat,Kennedy,Democrat,Kennedy,56028,-28,-0.04995005,613.1,2.4, ,3.4,1.3,2.93,362.7,169.5,99676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,1,5.7,0.2,0.036363636,Democrat,Kennedy,Democrat,Kennedy,56116,88,0.157064325,622.7,6.4, , ,1.3,2.92,365.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,2,5.9,0.2,0.035087719,Democrat,Kennedy,Democrat,Kennedy,56230,114,0.203150617,622.7,6.4,98.4, ,1,3,367.9, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,3,5.7,-0.2,-0.033898305,Democrat,Kennedy,Democrat,Kennedy,56322,92,0.163613729,622.7,6.4, ,1.3,1.3,2.98,370.7, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,4,5.7,0,0,Democrat,Kennedy,Democrat,Kennedy,56580,258,0.458080324,631.8,6, , ,1,2.9,373.3, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,5,5.9,0.2,0.035087719,Democrat,Kennedy,Democrat,Kennedy,56616,36,0.063626723,631.8,6,91.7, ,1,3,376.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,6,5.6,-0.3,-0.050847458,Democrat,Kennedy,Democrat,Kennedy,56658,42,0.074183976,631.8,6, ,4.1,1.3,2.99,378.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,7,5.6,0,0,Democrat,Kennedy,Democrat,Kennedy,56794,136,0.240036711,645,8.6, , ,1.3,3.02,381.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,8,5.4,-0.2,-0.035714286,Democrat,Kennedy,Democrat,Kennedy,56910,116,0.204246927,645,8.6,96.4, ,1.3,3.49,383.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,9,5.5,0.1,0.018518519,Democrat,Kennedy,Democrat,Kennedy,57077,167,0.293445792,645,8.6, ,8.8,1,3.48,386, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,10,5.5,0,0,Democrat,Kennedy,Democrat,Kennedy,57284,207,0.362667975,654.8,6.3, , ,1.3,3.5,388.3, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,11,5.7,0.2,0.036363636,Democrat,Kennedy,Democrat,Kennedy,57255,-29,-0.050624956,654.8,6.3,94.4, ,1.3,3.48,391.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,12,5.5,-0.2,-0.035087719,Democrat,Kennedy,Democrat,Johnson,57360,105,0.183390097,654.8,6.3, ,0,1.6,3.38,393.2,177.35,106560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,1,5.6,0.1,0.018181818,Democrat,Kennedy,Democrat,Johnson,57487,127,0.221408647,671.1,10.3, , ,1.6,3.48,395.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,2,5.4,-0.2,-0.035714286,Democrat,Kennedy,Democrat,Johnson,57751,264,0.459234262,671.1,10.3,99.5, ,1.6,3.48,397.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,3,5.4,0,0,Democrat,Kennedy,Democrat,Johnson,57898,147,0.254541047,671.1,10.3, ,3.6,1.3,3.43,399.8, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,4,5.3,-0.1,-0.018518519,Democrat,Kennedy,Democrat,Johnson,57922,24,0.041452209,680.8,5.9, , ,1.3,3.47,401.7, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,5,5.1,-0.2,-0.037735849,Democrat,Kennedy,Democrat,Johnson,58089,167,0.288318774,680.8,5.9,98.5, ,1.3,3.5,404.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,6,5.2,0.1,0.019607843,Democrat,Kennedy,Democrat,Johnson,58221,132,0.227237515,680.8,5.9, ,2.7,1.3,3.5,407.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,7,4.9,-0.3,-0.057692308,Democrat,Johnson,Democrat,Johnson,58413,192,0.329777915,692.8,7.3, , ,1.3,3.42,410.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,8,5,0.1,0.020408163,Democrat,Johnson,Democrat,Johnson,58619,206,0.352661223,692.8,7.3,100.6, ,1,3.5,413.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,9,5.1,0.1,0.02,Democrat,Johnson,Democrat,Johnson,58903,284,0.484484553,692.8,7.3, ,3,1.3,3.45,416.9, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,10,5.1,0,0,Democrat,Johnson,Democrat,Johnson,58794,-109,-0.185049997,698.4,3.3, , ,1,3.36,419.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,11,4.8,-0.3,-0.058823529,Democrat,Johnson,Democrat,Johnson,59217,423,0.71946117,698.4,3.3,99.9, ,1.3,3.52,422, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,12,5,0.2,0.041666667,Democrat,Johnson,Democrat,Johnson,59421,204,0.344495668,698.4,3.3, ,-3.5,1,3.85,424.7,189.11,112613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,1,4.9,-0.1,-0.02,Democrat,Johnson,Democrat,Johnson,59583,162,0.272630888,719.2,12.5, , ,1,3.9,427.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,2,5.1,0.2,0.040816327,Democrat,Johnson,Democrat,Johnson,59800,217,0.364197842,719.2,12.5,102, ,1,3.98,430.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,3,4.7,-0.4,-0.078431373,Democrat,Johnson,Democrat,Johnson,60003,203,0.339464883,719.2,12.5, ,6.1,1.3,4.04,433.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,4,4.8,0.1,0.021276596,Democrat,Johnson,Democrat,Johnson,60259,256,0.426645334,732.4,7.5, , ,1.6,4.09,435.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,5,4.6,-0.2,-0.041666667,Democrat,Johnson,Democrat,Johnson,60492,233,0.386664233,732.4,7.5,105.4, ,1.6,4.1,437.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,6,4.6,0,0,Democrat,Johnson,Democrat,Johnson,60690,198,0.327316009,732.4,7.5, ,2.4,1.9,4.04,440.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,7,4.4,-0.2,-0.043478261,Democrat,Johnson,Democrat,Johnson,60963,273,0.44982699,750.2,10.1, , ,1.6,4.09,442.9, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,8,4.4,0,0,Democrat,Johnson,Democrat,Johnson,61228,265,0.434689894,750.2,10.1,103.4, ,1.9,4.12,445.8, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,9,4.3,-0.1,-0.022727273,Democrat,Johnson,Democrat,Johnson,61490,262,0.4279088,750.2,10.1, ,7.4,1.6,4.01,449.5, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,10,4.2,-0.1,-0.023255814,Democrat,Johnson,Democrat,Johnson,61718,228,0.370791999,773.1,12.8, , ,1.9,4.08,452.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,11,4.1,-0.1,-0.023809524,Democrat,Johnson,Democrat,Johnson,61997,279,0.452056126,773.1,12.8,102.9, ,1.6,4.1,455.7, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,12,4,-0.1,-0.024390244,Democrat,Johnson,Democrat,Johnson,62321,324,0.522605933,773.1,12.8, ,7.5,1.9,4.32,459.2,193.89,116817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,1,4,0,0,Democrat,Johnson,Democrat,Johnson,62528,207,0.332151281,797.3,13.1, , ,1.9,4.42,462, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,2,3.8,-0.2,-0.05,Democrat,Johnson,Democrat,Johnson,62796,268,0.428607984,797.3,13.1,100, ,2.6,4.6,464.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,3,3.8,0,0,Democrat,Johnson,Democrat,Johnson,63192,396,0.630613415,797.3,13.1, ,5.7,2.6,4.65,467.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,4,3.8,0,0,Democrat,Johnson,Democrat,Johnson,63436,244,0.386124826,807.2,5, , ,2.9,4.67,469.3, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,5,3.9,0.1,0.026315789,Democrat,Johnson,Democrat,Johnson,63711,275,0.433507787,807.2,5,95.7, ,2.9,4.9,470.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,6,3.8,-0.1,-0.025641026,Democrat,Johnson,Democrat,Johnson,64110,399,0.62626548,807.2,5, ,-2.4,2.5,5.17,471.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,7,3.8,0,0,Democrat,Johnson,Democrat,Johnson,64301,191,0.297925441,820.8,6.9, , ,2.8,5.3,470.9, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,8,3.8,0,0,Democrat,Johnson,Democrat,Johnson,64507,206,0.320368268,820.8,6.9,91.2, ,3.5,5.53,472.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,9,3.7,-0.1,-0.026315789,Democrat,Johnson,Democrat,Johnson,64644,137,0.212380052,820.8,6.9, ,0.6,3.5,5.4,475.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,10,3.7,0,0,Democrat,Johnson,Democrat,Johnson,64854,210,0.324856135,834.9,7, , ,3.8,5.53,475.7, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,11,3.6,-0.1,-0.027027027,Democrat,Johnson,Democrat,Johnson,65019,165,0.254417615,834.9,7,88.3, ,3.8,5.76,477.3, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,12,3.8,0.2,0.055555556,Democrat,Johnson,Democrat,Johnson,65200,181,0.278380166,834.9,7, ,2.8,3.5,5.4,480.2,216.22,130835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,1,3.9,0.1,0.026315789,Democrat,Johnson,Democrat,Johnson,65407,207,0.317484663,846,5.5, , ,3.5,4.94,481.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,2,3.8,-0.1,-0.025641026,Democrat,Johnson,Democrat,Johnson,65428,21,0.032106655,846,5.5,94.1, ,2.8,5,485.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,3,3.8,0,0,Democrat,Johnson,Democrat,Johnson,65530,102,0.155896558,846,5.5, ,3.4,2.8,4.53,489.7, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,4,3.8,0,0,Democrat,Johnson,Democrat,Johnson,65467,-63,-0.096139173,851.1,2.4, , ,2.5,4.05,492.1, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,5,3.8,0,0,Democrat,Johnson,Democrat,Johnson,65619,152,0.232178044,851.1,2.4,95.9, ,2.8,3.94,497.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,6,3.9,0.1,0.026315789,Democrat,Johnson,Democrat,Johnson,65750,131,0.1996373,851.1,2.4, ,1.7,2.8,3.98,502, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,7,3.8,-0.1,-0.025641026,Democrat,Johnson,Democrat,Johnson,65887,137,0.208365019,866.6,7.5, , ,2.8,3.79,506.3, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,8,3.8,0,0,Democrat,Johnson,Democrat,Johnson,66142,255,0.387026272,866.6,7.5,97, ,2.4,3.9,510.8, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,9,3.8,0,0,Democrat,Johnson,Democrat,Johnson,66164,22,0.03326177,866.6,7.5, ,1.6,2.8,3.99,514.7, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,10,4,0.2,0.052631579,Democrat,Johnson,Democrat,Johnson,66225,61,0.092195151,883.2,7.9, , ,2.4,3.88,518.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,11,3.9,-0.1,-0.025,Democrat,Johnson,Democrat,Johnson,66703,478,0.721781804,883.2,7.9,92.9, ,2.7,4.13,521.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,12,3.8,-0.1,-0.025641026,Democrat,Johnson,Democrat,Johnson,66900,197,0.29533904,883.2,7.9, ,1.4,3,4.51,524.8,248.07,148822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,1,3.7,-0.1,-0.026315789,Democrat,Johnson,Democrat,Johnson,66805,-95,-0.14200299,911.1,13.3, , ,3.6,4.6,527.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,2,3.8,0.1,0.027027027,Democrat,Johnson,Democrat,Johnson,67215,410,0.613726517,911.1,13.3,97.2, ,4,4.71,530.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,3,3.7,-0.1,-0.026315789,Democrat,Johnson,Democrat,Johnson,67295,80,0.119021052,911.1,13.3, ,9.2,3.9,5.05,533.2, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,4,3.5,-0.2,-0.054054054,Democrat,Johnson,Democrat,Johnson,67555,260,0.38635857,936.3,11.5, , ,3.9,5.76,535.7, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,5,3.5,0,0,Democrat,Johnson,Democrat,Johnson,67653,98,0.145066982,936.3,11.5,92.4, ,3.9,6.11,538.9, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,6,3.7,0.2,0.057142857,Democrat,Johnson,Democrat,Johnson,67904,251,0.371010894,936.3,11.5, ,3.9,4.2,6.07,542.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,7,3.7,0,0,Democrat,Johnson,Democrat,Johnson,68125,221,0.325459472,952.3,7, , ,4.5,6.02,545.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,8,3.5,-0.2,-0.054054054,Democrat,Johnson,Democrat,Johnson,68328,203,0.297981651,952.3,7,92.4, ,4.5,6.03,549.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,9,3.4,-0.1,-0.028571429,Democrat,Johnson,Democrat,Johnson,68487,159,0.232701089,952.3,7, ,-0.1,4.5,5.78,553.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,10,3.4,0,0,Democrat,Johnson,Democrat,Johnson,68720,233,0.340210551,970.1,7.7, , ,4.7,5.91,557.6, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,11,3.4,0,0,Democrat,Johnson,Democrat,Johnson,68985,265,0.385622817,970.1,7.7,91.7, ,4.7,5.82,562.4, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,12,3.4,0,0,Democrat,Johnson,Democrat,Johnson,69246,261,0.378343118,970.1,7.7, ,-0.7,4.7,6.02,566.8,277.19,152973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,1,3.4,0,0,Democrat,Johnson,Democrat,Johnson,69438,192,0.277272333,995.4,10.8, , ,4.4,6.3,569.3, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
